Summer 2010 [Final],OCR,GCSE, Engineering:Impact of Modern Technologies on Engineering (Examined Unit):Written Paper  ,A624/02,1h 00m ,20 May 2010, Thursday pm  
January 2009 [Final],AQA,GCE, French 1 Listening Reading and Writing    ,FR01,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],OCR,GCE," French: Listening, Reading and Writing 1:Written Paper  ",2652/01,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],CCEA,GCE, French AS 3  ,ASF31,1h 15m ,16 January 2009, Friday pm  
January 2009 [Final],OCR,GCE," French: Listening, Reading and Writing 2:Written Paper  ",2655/01,2h 45m ,16 January 2009, Friday pm  
January 2010 [Final],AQA,GCE, Computing 4  ,CPT4,1h 30m ,22 January 2010, Friday am  
Summer 2010 [Final],AQA,GCSE, Physical Education (Games) (Short Course)  ,3588/W,1h     ,21 May 2010, Friday pm  
Summer 2010 [Final],WJEC,GCE, Physical Education PE2 (New Specification)  ,131201,1h 45m ,28 May 2010, Friday am  
Summer 2010 [Final],OCR,GCE, PE &amp; Sport:An introduction to Physical Education:Written Paper  ,G451/01,2h 00m ,28 May 2010, Friday am  
Summer 2010 [Final],WJEC,GCE, Physical Education PE4 (New Specification)  ,131401,2h     ,23 June 2010, Wednesday am  
Summer 2010 [Final],OCR,GCE," PE &amp; Sport:Optional Extended study from Historical, Comparative, Biomechanical &amp; Psychological areas  ",2565/01,1h 15m ,23 June 2010, Wednesday am  
Summer 2010 [Final],OCR,GCE, PE &amp; Sport:Principals and concepts across different areas of Physical Education:Written  ,G453/01,2h 30m ,23 June 2010, Wednesday am  
Summer 2010 [Final],OCR,GCE, PE &amp; Sport:Exercise &amp; Sport Physiology &amp; integration of knowledge of principles &amp; concepts across PE  ,2566/01,1h 30m ,23 June 2010, Wednesday am  
March 2012 [Final],WJEC,ELC, Motor Vehicle &amp; Road User Studies- Traffic (Four Wheel)  ,071702,40m    ,16 March 2012, Friday pm  
March 2012 [Final],WJEC,ELC, Motor Vehicle &amp; Road User Studies- Motor Vehicle Engine  ,071703,40m    ,16 March 2012, Friday pm  
March 2012 [Final],WJEC,ELC, Motor Vehicle &amp; Road User Studies- Traffic (Two Wheel)  ,071701,40m    ,16 March 2012, Friday pm  
March 2012 [Final],WJEC,ELC, Motor Vehicle &amp; Road User Studies- Core Paper  ,071704,40m    ,16 March 2012, Friday pm  
January 2009 [Final],CCEA,GCE, Government &amp; Politics AS 1  ,AQ111,1h 15m ,7 January 2009, Wednesday am  
January 2009 [Final],CCEA,GCE, Government &amp; Politics AS 1  ,ASQ11,1h 00m ,7 January 2009, Wednesday am  
January 2009 [Final],CCEA,GCE, Government &amp; Politics AS 2  ,ASQ21,1h 00m ,7 January 2009, Wednesday am  
January 2009 [Final],OCR,GCE, Government and Politics:Contemporary Politics of the UK:Written Paper  ,F851/01,1h 30m ,19 January 2009, Monday am  
January 2009 [Final],OCR,GCE," Government and Politics:Elections, Electoral Systems and Voting Behaviour in the UK:Written Paper  ",2595/01,1h 00m ,19 January 2009, Monday am  
January 2009 [Final],AQA,GCE, Government and Politics 2 Written  ,GOV2,1h 00m ,19 January 2009, Monday am  
Summer 2009 [Final],Edexcel,GCE, BUSINESS STUDIES FINANCIAL MANAGEMENT  ,6123 01,1h 00m ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCE, Business Studies BS3 (Legacy)  ,32301,1h     ,21 May 2009, Thursday am  
Summer 2009 [Final],OCR,GCE, Business Studies:An introduction to Business:Written Paper  ,F291/01,1h 00m ,21 May 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, Business Studies 3 Written  ,BUS3,1h 00m ,21 May 2009, Thursday am  
Summer 2009 [Final],OCR,GCE, Business Studies:Business Functions:Written Paper  ,F292/01,2h 00m ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCE, Business Studies BS1 (Legacy)  ,32101,1h     ,21 May 2009, Thursday am  
Summer 2009 [Final],Edexcel,GCE, BUSINESS STUDIES DEVELOPING NEW BUSINESS IDEAS  ,6BS01,1h 15m ,21 May 2009, Thursday am  
Summer 2009 [Final],Edexcel,GCE, BUSINESS STUDIES BUSINESS STRUCTURES  ,6121 01,1h 00m ,21 May 2009, Thursday am  
Summer 2009 [Final],Edexcel,GCE, BUSINESS STUDIES MARKETING AND PRODUCTION  ,6122 01,1h 00m ,21 May 2009, Thursday am  
Summer 2009 [Final],OCR,GCE, Business Studies:Business Behaviour:Written Paper  ,2873/01,1h 15m ,21 May 2009, Thursday am  
Summer 2010 [Final],CCEA,GCSE, Financial Services  3  ,GSF31,1h 00m ,17 May 2010, Monday am  
Summer 2011 [Final],AQA,FSMQ, Working in 2 and 3 Dimensions    ,6982/2,1h     ,18 May 2011, Wednesday am  
Summer 2011 [Final],WJEC,GCE, Mathematics C1  ,97301,1h 30m ,18 May 2011, Wednesday am  
Summer 2011 [Final],Edexcel,GCE, Mathematics Core Mathematics C1  ,6663 01,1h 30m ,18 May 2011, Wednesday am  
Summer 2011 [Final],AQA,FSMQ, Modelling with Calculus    ,6992/2,1h 30m ,18 May 2011, Wednesday am  
Summer 2011 [Final],AQA,FSMQ, Using and Applying Decision Mathematics    ,6994/2,1h 30m ,19 May 2011, Thursday pm  
Summer 2011 [Final],AQA,FSMQ, Working with Algebraic and Graphical Techniques    ,6991/2,1h 30m ,20 May 2011, Friday am  
Summer 2011 [Final],WJEC,GCE, Mathematics C2  ,97401,1h 30m ,20 May 2011, Friday pm  
Summer 2011 [Final] Changed,OCR,GCE, Mathematics:Core Mathematics 2:Written Paper  ,4722/01,1h 30m ,20 May 2011, Friday pm  
January 2013 [Provisional],Edexcel,GCSE, HISTORY B: SCHOOLS HISTORY PROJECT UNIT 2B: THE AMERICAN WEST c1840-c1835  ,5HB02/B,1h 15m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCSE, HISTORY B: SCHOOLS HISTORY PROJECT UNIT 2A: THE TRANSFORMATION OF BRITISH SOCIETY c1815-c1851  ,5HB02/A,1h 15m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCSE, HISTORY A (MODERN WORLD) UNIT 2A: GERMANY 1918-39  ,5HA02/A,1h 15m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCSE, HISTORY A (MODERN WORLD) UNIT 2B: RUSSIA 1917-1939  ,5HA02/B,1h 15m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCSE, HISTORY A (MODERN WORLD) UNIT 2C: THE USA 1919-41  ,5HA02/C,1h 15m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCSE, HISTORY B: SCHOOLS HISTORY PROJECT UNIT 2C: LIFE IN GERMANY c1919-c1895  ,5HB02/C,1h 15m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCSE, HISTORY A (MODERN WORLD) UNIT 3A: WAR AND THE TRANSFORMATION OF BIRITISH SOCIETY c1903-28  ,5HA03/A,1h 15m ,29 January 2013, Tuesday pm  
January 2013 [Provisional],Edexcel,GCSE, HISTORY B: SCHOOLS HISTORY PROJECT UNIT 3C: THE IMPACT OF WAR ON BRITAIN c1914-c1950  ,5HB03/C,1h 15m ,29 January 2013, Tuesday pm  
January 2013 [Provisional],Edexcel,GCSE, HISTORY A (MODERN WORLD) UNIT 3C: A DIVIDED UNION? THE USA 1945-70  ,5HA03/C,1h 15m ,29 January 2013, Tuesday pm  
January 2013 [Provisional],Edexcel,GCSE," HISTORY B: SCHOOLS HISTORY PROJECT UNIT 3B: PROTEST, LAW AND ORDER IN THE TWENTIETH CENTURY  ",5HB03/B,1h 15m ,29 January 2013, Tuesday pm  
January 2011 [Final],AQA,GCE, Physics B 1  ,PHYB1,1h 15m ,12 January 2011, Wednesday am  
January 2011 [Final],AQA,GCE, Physics B 2  ,PHYB2,1h 15m ,17 January 2011, Monday pm  
January 2011 [Final],AQA,GCE, Physics B 4  ,PHYB4,1h 45m ,27 January 2011, Thursday pm  
January 2011 [Final],AQA,GCE, Physics B 5  ,PHYB5,1h 45m ,2 February 2011, Wednesday pm  
January 2011 [Final],OCR,GCE," Chemistry:Rings, Polymers and Analysis:Written Paper  ",F324/01,1h 00m ,26 January 2011, Wednesday am  
January 2011 [Final],OCR,GCE, Chemistry:Chemistry of Materials:Written Paper  ,F334/01,1h 30m ,26 January 2011, Wednesday am  
January 2011 [Final],OCR,GCSE," Chemistry B: Unit 2 (C4, C5, C6) Foundation  ",B642/01,1h 00m ,26 January 2011, Wednesday pm  
January 2011 [Final],OCR,GCSE," Chemistry B: Unit 2 (C4, C5, C6) Higher  ",B642/02,1h 00m ,26 January 2011, Wednesday pm  
January 2011 [Final],OCR,GCE," Chemistry:Equilibria, Energetics and Elements:Written Paper  ",F325/01,1h 45m ,31 January 2011, Monday am  
January 2011 [Final],OCR,GCE, Chemistry:Chemistry by Design:Written Paper  ,F335/01,2h 00m ,31 January 2011, Monday am  
Summer 2013 [Provisional],AQA,GCSE, Religious Studies B Unit 1  ,40551,1h 30m ,13 May 2013, Monday am  
Summer 2013 [Provisional],AQA,GCSE, Religious Studies B Unit 2  ,40552,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCSE, Religious Studies B Unit 3  ,40553,1h 30m ,21 May 2013, Tuesday pm  
Summer 2013 [Provisional],AQA,GCSE, Religious Studies B Unit 4  ,40554,1h 30m ,5 June 2013, Wednesday am  
Summer 2013 [Provisional],AQA,GCSE, Religious Studies B Unit 5  ,40555,1h 30m ,14 June 2013, Friday pm  
Summer 2013 [Provisional],AQA,GCSE, Religious Studies B Unit 6  ,40556,1h 30m ,19 June 2013, Wednesday am  
Summer 2009 [Final],WJEC,GCSE, D&amp;T:Industrial Technology Foundation Tier  ,14402,1h 30m ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCSE, D&amp;T:Industrial Technology Paper 1 Foundation  ,14401,30m    ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCSE, D&amp;T:Industrial Technology (Short Course) Theory Foundation  ,27501,1h     ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCSE, D&amp;T:Industrial Technology (Short Course) Theory Higher  ,27502,1h     ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCSE, D&amp;T:Industrial Technology Paper 1 Higher  ,14403,30m    ,21 May 2009, Thursday am  
Summer 2009 [Final],WJEC,GCSE, D&amp;T:Industrial Technology Higher Tier  ,14404,1h 30m ,21 May 2009, Thursday am  
Summer 2009 [Final],OCR,GCSE, Design and Technology (Industrial Technology):Paper 1 (Foundation)  ,1959/01,1h 00m ,1 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCSE, Design and Technology (Industrial Technology):Paper 2 (Higher)  ,1959/02,1h 15m ,1 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCSE, Design and Technology (Industrial Technology):Paper 4 (Higher)  ,1959/04,1h 15m ,8 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCSE, Design and Technology (Industrial Technology):Paper 3 (Foundation)  ,1959/03,1h 00m ,8 June 2009, Monday pm  
Summer 2013 [Provisional],Edexcel,GCSE, Unit 2: Developing Skills In Critical Reading  ,5ED02,1h 45m ,4 June 2013, Tuesday am  
Summer 2013 [Provisional],OCR,GCSE," ELBS:Commercial Horticulture, Agriculture and Livestock Husbandry:Written - Higher  ",B683/02,1h 00m ,24 June 2013, Monday am  
Summer 2013 [Provisional],OCR,GCSE," ELBS:Commercial Horticulture, Agriculture and Livestock Husbandry:CBT - Higher  ",B683/04,1h 00m ,24 June 2013, Monday am  
Summer 2009 [Final],WJEC,GCE, English Literature ELit2 Choice of Text (Legacy)  ,41201,1h 30m ,11 May 2009, Monday am  
Summer 2009 [Final],AQA,GCE, English Literature A 2 Written  ,LA2W,1h 00m ,11 May 2009, Monday am  
Summer 2009 [Final],Edexcel,GCE, ENGLISH LITERATURE SHAKESP.IN CONTEXT(WRIT)  ,6393 02,1h 00m ,11 May 2009, Monday am  
Summer 2009 [Final],CCEA,GCE, English Literature A2 1  ,A2L11,2h 30m ,15 May 2009, Friday am  
Summer 2009 [Final],CCEA,GCSE, English Literature 1  ,G3001,2h 30m ,19 May 2009, Tuesday am  
Summer 2009 [Final],AQA,GCSE, English Literature A Written  ,3712/H,1h 45m ,19 May 2009, Tuesday am  
Summer 2009 [Final],Edexcel,GCSE, ENGLISH LITERATURE HIGHER  ,1213 3H,2h 15m ,19 May 2009, Tuesday am  
Summer 2009 [Final],AQA,GCSE, English Literature A Written  ,3712/F,1h 45m ,19 May 2009, Tuesday am  
Summer 2009 [Final],OCR,GCSE, English Literature: Drama Post-1914:Written Paper: Foundation Tier  ,2441/01,0h 45m ,19 May 2009, Tuesday am  
Summer 2009 [Final],OCR,GCSE, English Literature: Drama Pre-1914:Written Paper: Foundation Tier  ,2445/01,0h 45m ,19 May 2009, Tuesday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 1F  ,CIV1F,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 1D  ,CIV1D,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],OCR,GCE, Classical Civilisation:Archaeology: Mycenae and the classical world:Written  ,F381/01,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 1A  ,CIV1A,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 1E  ,CIV1E,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],OCR,GCE, Classical Civilisation:Roman Society and Thought:Written  ,F383/01,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 1B  ,CIV1B,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],OCR,GCE, Classical Civilisation:Greek Tragedy in its context:Written  ,F384/01,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 1C  ,CIV1C,1h 30m ,17 May 2013, Friday am  
Summer 2013 [Provisional],AQA,GCE, Classical Civilisation Unit 2C  ,CIV2C,1h 30m ,22 May 2013, Wednesday am  
Summer 2012 [Final],OCR,GCE, Law:Law of Torts Special Study:Written Paper  ,G158/01,1h 30m ,22 June 2012, Friday am  
Summer 2012 [Final],WJEC,GCE, Law LA4 All Options  ,125400,2h 30m ,22 June 2012, Friday am  
Summer 2012 [Final],OCR,GCE, Law:Law of Contract Special Study:Written Paper  ,G156/01,1h 30m ,22 June 2012, Friday am  
January 2011 [Final],AQA,GCE, Design and Technology: Product Design(Textiles) 1  ,TEXT1,2h     ,20 January 2011, Thursday am  
January 2013 [Provisional],Edexcel,GCE, MATHEMATICS: STATISTICS S1  ,6683,1h 30m ,14 January 2013, Monday am  
January 2013 [Provisional],Edexcel,GCE, MATHEMATICS: STATISTICS S2  ,6684,1h 30m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI Statistics 3:Written Paper  ,4768/01,1h 30m ,23 January 2013, Wednesday am  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI AS Statistics 1:Written Paper  ,G241/01,1h 30m ,25 January 2013, Friday pm  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI Statistics 2:Written Paper  ,4767/01,1h 30m ,25 January 2013, Friday pm  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI Statistics 1:Written Paper  ,4766/01,1h 30m ,25 January 2013, Friday pm  
January 2011 [Final],CCEA,GCE, French AS 2 Sections B &amp; C  ,AF122,2h 15m ,12 January 2011, Wednesday pm  
January 2011 [Final],OCR,GCE," French: Listening, Reading and Writing 1:Written Paper  ",F702/01,2h 30m ,12 January 2011, Wednesday pm  
January 2011 [Final],Edexcel,GCE, FRENCH: UNDERSTANDING AND WRITTEN RESPONSE IN FRENCH  ,6FR02,2h 30m ,12 January 2011, Wednesday pm  
January 2011 [Final],AQA,GCE, French 1  ,FREN1,2h     ,12 January 2011, Wednesday pm  
January 2011 [Final],CCEA,GCE, French AS Unit 2 Section A  ,AF121,0h 30m ,12 January 2011, Wednesday pm  
January 2011 [Final],WJEC,GCE, French FN2  ,119201,2h 30m ,21 January 2011, Friday am  
January 2011 [Final],OCR,GCE," French: Listening, Reading and Writing 2:Written Paper  ",F704/01,2h 45m ,21 January 2011, Friday am  
Summer 2010 [Final],OCR,GCE, Religious Studies:Hinduism (AS):Written Paper  ,G577/01,1h 30m ,7 June 2010, Monday am  
Summer 2010 [Final],AQA,GCE, Religious Studies Unit A  ,RSS01,1h 15m ,7 June 2010, Monday am  
Summer 2010 [Final],WJEC,GCE, Religious Studies RS1/2 BS: Intro. to Biblical Studies (New Specification)  ,134401,1h 15m ,7 June 2010, Monday am  
Summer 2010 [Final],OCR,GCE, Religious Studies:Judaism (AS):Written Paper  ,G579/01,1h 30m ,7 June 2010, Monday am  
Summer 2010 [Final],OCR,GCE, Religious Studies:Religious Ethics (AS):Written Paper  ,G572/01,1h 30m ,7 June 2010, Monday am  
Summer 2010 [Final],OCR,GCE, Religious Studies:Developments in Christian Theology (AS):Written Paper  ,G575/01,1h 30m ,7 June 2010, Monday am  
Summer 2010 [Final],OCR,GCE, Religious Studies:Buddhism (AS):Written Paper  ,G576/01,1h 30m ,7 June 2010, Monday am  
Summer 2010 [Final],AQA,GCE, Religious Studies Unit D  ,RSS04,1h 15m ,7 June 2010, Monday am  
Summer 2010 [Final],AQA,GCE, Religious Studies Unit K  ,RSS10,1h 15m ,7 June 2010, Monday am  
Summer 2010 [Final],OCR,GCE, Religious Studies:Jewish Scriptures (AS):Written Paper  ,G573/01,1h 30m ,7 June 2010, Monday am  
Summer 2011 [Final],AQA,GCE, Science in Society 1  ,SCIS1,2h     ,18 May 2011, Wednesday pm  
Summer 2011 [Final],AQA,GCE, Science in Society 3  ,SCIS3,2h     ,15 June 2011, Wednesday am  
Summer 2011 [Final],AQA,GCE, Science in Society 4  ,SCIS4,1h 30m ,17 June 2011, Friday pm  
January 2013 [Provisional],OCR,GCE, Mathematics:Mechanics 2:Written Paper  ,4729/01,1h 30m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI Mechanics 2:Written Paper  ,4762/01,1h 30m ,14 January 2013, Monday am  
January 2013 [Provisional],Edexcel,GCE, MATHEMATICS: MECHANICS M1  ,006677,1h 30m ,18 January 2013, Friday pm  
January 2013 [Provisional],Edexcel,GCE, MATHEMATICS: MECHANICS M2  ,006678,1h 30m ,23 January 2013, Wednesday am  
January 2013 [Provisional],OCR,GCE, Mathematics:Mechanics 3:Written Paper  ,4730/01,1h 30m ,25 January 2013, Friday pm  
January 2013 [Provisional],Edexcel,GCE, MATHEMATICS: MECHANICS M3  ,6679,1h 30m ,25 January 2013, Friday pm  
January 2013 [Provisional],OCR,GCE, Mathematics:Mechanics 1:Written Paper  ,4728/01,1h 30m ,25 January 2013, Friday pm  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI Mechanics 3:Written Paper  ,4763/01,1h 30m ,28 January 2013, Monday am  
January 2013 [Provisional],OCR,GCE, Mathematics:MEI Mechanics 1:Written Paper  ,4761/01,1h 30m ,28 January 2013, Monday am  
Summer 2011 [Final],CCEA,GCE, Mathematics F3 (1hr 30m)  ,AMF31,1h 30m ,26 May 2011, Thursday am  
Summer 2011 [Final],CCEA,GCE, Mathematics FP2  ,AMF21,1h 30m ,31 May 2011, Tuesday am  
Summer 2011 [Final] Changed,OCR,GCE, Mathematics:Further Pure Mathematics 3:Written Paper  ,4727/01,1h 30m ,13 June 2011, Monday am  
Summer 2011 [Final] Changed,OCR,GCE, Mathematics:Further Pure Mathematics 1:Written Paper  ,4725/01,1h 30m ,16 June 2011, Thursday pm  
Summer 2011 [Final] Changed,OCR,GCE, Mathematics:Further Pure Mathematics 2:Written Paper  ,4726/01,1h 30m ,20 June 2011, Monday am  
Summer 2011 [Final],Edexcel,GCE, Mathematics: Pure Further Pure FP1  ,6667 01,1h 30m ,22 June 2011, Wednesday am  
Summer 2011 [Final],Edexcel,GCE, Mathematics: Pure Further Pure FP2  ,6668 01,1h 30m ,23 June 2011, Thursday am  
Summer 2011 [Final],CCEA,GCE, Mathematics FP1  ,AMF11,1h 30m ,24 June 2011, Friday pm  
Summer 2011 [Final],Edexcel,GCE, Mathematics: Pure Further Pure FP3  ,6669 01,1h 30m ,24 June 2011, Friday pm  
January 2012 [Final],AQA,GCE, History Unit 2J  ,HIS2J,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],WJEC,GCE, History HY2 All Options  ,123200,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],AQA,GCE, History Unit 2R  ,HIS2R,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],CCEA,GCE, History AS 2  ,AH121,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],OCR,GCE, History:European and World History Enquiries:Modern 1774-1975  ,F964/02,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],AQA,GCE, History Unit 2G  ,HIS2G,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],Edexcel,GCE, HISTORY: BRITISH HISTORY DEPTH STUDIES  ,6HI02,1h 20m ,23 January 2012, Monday pm  
January 2012 [Final],AQA,GCE, History Unit 2M  ,HIS2M,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],AQA,GCE, History Unit 2Q  ,HIS2Q,1h 30m ,23 January 2012, Monday pm  
January 2012 [Final],OCR,GCE, History:Using Historical Evidence British History:Written Paper  ,F983/01,1h 30m ,23 January 2012, Monday pm  
Summer 2009 [Final],AQA,GCSE, Mathematics B (Modular) Module 1 (calculator) Written  ,43051/HA,0h 30m ,11 June 2009, Thursday pm  
Summer 2009 [Final],AQA,GCSE, Mathematics B (Modular) Module 1 (calculator) Written  ,43051/FA,0h 30m ,11 June 2009, Thursday pm  
Summer 2009 [Final],WJEC,GCE, Mathematics FP1  ,97701,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],WJEC,GCE, Mathematics C4  ,97601,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],AQA,GCE, Mathematics - Decision 2 Written  ,MD02,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],Edexcel,GCE, MATHEMATICS CORE MATHEMATICS C4  ,6666 01,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCE, Mathematics:Probability and Statistics 1:Written Paper  ,4732/01,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],AQA,GCE, Mathematics - Statistics 2B Written  ,MS2B,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],AQA,GCE, Mathematics - Mechanics 2B Written  ,MM2B,1h 30m ,15 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCE, Mathematics:Probability and Statistics 2:Written Paper  ,4733/01,1h 30m ,17 June 2009, Wednesday am  
Summer 2012 [Final],WJEC,GCSE, D&amp;T:Product Design Unit 1  ,414101,2h     ,25 May 2012, Friday am  
Summer 2012 [Final],OCR,GCSE, Design and Technology:Product Design: Designing Influences:Written Paper  ,A554/01,1h 30m ,25 May 2012, Friday am  
Summer 2013 [Provisional],WJEC,GCE, English Language and Literature LL1  ,116101,2h 30m ,17 May 2013, Friday pm  
Summer 2013 [Provisional],OCR,GCE, English Language and Literature:Speaking Voices:Written  ,F671/01,2h 00m ,24 May 2013, Friday am  
